code,title_persian,title_english,price,discount,grade,code,shabak,page_count,release_year_sh,release_year_mi,exist,earliest_access,print_series,ghate,cover
81689,به دختران تعلق, Be Dokhtaran Taalogh,31500,30,3.53,81689,‏‫‭978-6227552843‬,100,1400,,True,1402-07-08,1,رقعی,شومیز
90168,گربه های تیسفون, Tisphon's cats,64500,25,3.89,90168,978-6229812051,122,1401,,True,1402-07-08,1,رقعی,شومیز
58828,زندگی از راه داد و ستد در بازارهای مالی, Trading for a Living,234000,10,3.88,58828,‏‫‬‭978-9642522217‮‬,,,1993,True,1402-07-08,,رقعی,
52276,به عشق دچار می شوم, Be eshgh dochar mishavam,76500,10,3.19,52276,978-6007505625,383,1400,,True,1402-07-08,35,رقعی,شومیز
18358,روباه و لحظه های عربی, Roubah va Lahze-haye Arabi,57600,20,3.83,18358,978-9642837908,93,1396,,True,1402-07-10,2,رقعی,شومیز
67606,دختر با بارانی زرد, Jente i gul regnjakke,108750,25,3.29,67606,978-6001302671,408,1400,2010,True,1402-07-08,1,رقعی,زرکوب
36351,کریستال و قالیچه پرنده, Crystals,36000,20,3.68,36351,978-9649736334,64,1399,,True,1402-07-10,1,رقعی,شومیز
52288,فروید, Freud: A Very Short Introduction,71250,25,3.18,52288,978-0000528988,188,1375,1989,True,1402-07-06,1,رقعی,شومیز
51916,پسرتان را در پیشرفت تحصیلی کمک کنید, Help Your Boys Succeed,6800,15,3.54,51916,978-9641211464,158,1395,2008,True,1402-07-08,2,رقعی,شومیز
65481,دلم بدجور زندگی کردن می خواهد, J'ai terriblement envie de vivre,40500,10,3.49,65481,978-6222600600,148,1400,2014,True,1402-07-08,1,رقعی,شومیز
97608,به کارگر قصه نیازمندیم, We need the story worker,90300,30,3.33,97608,978-6222742225,120,1402,,True,1402-07-08,2,رقعی,شومیز
46703,سینما و افق های آینده, Cinema and future horizons,38400,20,3.04,46703,978-6226222228,216,1400,,True,1402-07-10,4,رقعی,شومیز
92885,غلبه بر حسادت, Overcoming Jealousy,24500,30,3.3,92885,978-9648630701,88,1400,2004,True,1402-07-08,5,رقعی,شومیز
68721,روش های غلبه بر حسادت, Overcoming Jealousy,36750,25,3.69,68721,978-9642050055,104,1387,2004,True,1402-07-08,1,رقعی,شومیز
113867,مرزبان نامه, Marzban-name,56000,30,3.34,113867,978-9651289057,166,1394,,True,1402-07-10,3,رقعی,شومیز
113463,سلامت و ورزش, Salamat Va Varzesh,52000,20,3.16,113463,978-6225503014,132,1402,,True,1402-07-06,1,جیبی,
89918,سوسوی شبتاب, Soosooye Shabtab,18200,30,3.93,89918,978-6227240993,76,1400,,True,1402-07-08,1,رقعی,شومیز
96927,پاپاراتزی نیستم, Paparazzi,60750,25,3.46,96927,978-6007259085,160,1392,,True,1402-07-08,1,رقعی,شومیز
111968,دین شناسی, Theology,18750,25,3.83,111968,‭978-964-2788-92-7,123,1389,,True,1402-07-10,3,رقعی,شومیز
30100,سه روایت از زندگی کارل مارکس, Karl Marx,41250,25,3.36,30100,978-6229523384,112,1399,,True,1402-07-09,2,رقعی,شومیز
46569,نصیحت نامه شاهی, Nasihat nameh shahi,440000,20,3.02,46569,978-6003390553,616,1395,,True,1402-07-08,1,رقعی,زرکوب
29211,رفتنت برایم آمد نداشت, Cariclamature,6750,25,3.26,29211,978-9641915508,101,1401,,True,1402-07-06,3,جیبی,شومیز
10402,نامه های کوفی, Koofi letters,19200,20,3.44,10402,9780441752430,112,1396,2011,True,1402-07-08,4,رقعی,شومیز
99381,گام های موثر در شروع و توسعه ی کسب و کار, book ‭How to begin,106750,30,3.57,99381,978-6227950618,219,1401,2022,True,1402-07-10,1,رقعی,شومیز
4448,آشنایی با کافکا, Kafka in 90 minutes,28800,20,3.49,4448,9789642130047,104,1400,2004,True,1402-07-10,3,رقعی,شومیز
67099,دردسر های پنگوئنی, Penguin Problems,37425,25,3.61,67099,978-6226646161,32,1401,2016,True,1402-07-08,1,رحلی,شومیز
101935,نگرانی های یک پنگوئن,  Penguin Problems,48750,25,3.89,101935,978-6226458160,32,1401,2018,True,1402-07-08,2,وزیری,سلفونی
122057,پنگوئن غرغرو, Penguin Problems,25000,25,3.4,122057,978-6003598102,32,1397,2016,True,1402-07-08,1,رحلی,سلفونی
19358,آهن قراضه، نان خشک، دمپایی کهنه!, Short Stories,12000,25,3.56,19358,978-6007405437,183,1399,,True,1402-07-08,2,رقعی,شومیز
68299,وانت آبی قراضه, Vanet Abi Ghorazeh,15000,25,3.0,68299,978-6004138321,12,1400,,True,1402-07-08,1,رقعی,شومیز
82279,درختی که از تاریکی می ترسید, Derakhti ke az Tariki Mitarsid,32000,20,3.37,82279,978-6001215780,24,1398,,True,1402-07-10,3,رحلی,شومیز
, آلبوم موسیقی مجموعه آثار نیکوس, Nicos,225000,10,3.07,,,,,,True,1402-07-06,,,
92267,آموزش تحلیل استراتژیک, Strategic analysis training,15200,20,3.92,92267,978-6001249051,88,1397,,True,1402-07-10,1,وزیری,شومیز
8348,فرمانده شهر, The story of the commanders,12800,20,3.52,8348,9780844718989,70,1393,2014,True,1402-07-08,8,پالتویی,شومیز
61049,امروز نفرت، فردا سپاس," Hate Me Now, Thank Me Later",56250,25,3.78,61049,978-9644015939,274,1400,2014,True,1402-07-10,1,رقعی,شومیز
8154,فراموشی, Forgotten,30000,25,3.0,8154,978-6001221279,148,1396,2017,True,1402-07-08,2,رقعی,شومیز
44972,یافتن اطلاعات, Finding Facts,78400,30,3.26,44972,978-9643497613,28,1401,2005,True,1402-07-08,2,رحلی,شومیز
119293,کودک خلاق 1, Koodake Khalagh,17600,20,3.45,119293,978-6222280482,12,1399,,True,1402-07-08,1,رحلی,شومیز
119294,کودک خلاق 2, Koodake Khalagh,17600,20,3.15,119294,978-6222280499,12,1399,,True,1402-07-08,1,رحلی,شومیز
119296,کودک خلاق 3, Koodake Khalagh,22000,20,3.16,119296,978-6222280505,12,1399,,True,1402-07-10,1,رحلی,شومیز
119297,کودک خلاق 4, Koodake Khalagh,22000,20,3.39,119297,978-6222280512,12,1399,,True,1402-07-10,1,رحلی,شومیز
119298,کودک خلاق 5, Koodake Khalagh,22000,20,3.05,119298,978-6222280536,12,1399,,True,1402-07-10,1,رحلی,شومیز
119299,کودک خلاق 6, Koodake Khalagh,22000,20,3.31,119299,978-6222280543,12,1399,,True,1402-07-10,1,رحلی,شومیز
110847,سپید دندان, White Fang,97500,25,3.32,110847,978-9640022160,256,1402,1906,True,1402-07-06,11,رقعی,شومیز
26400,سپید دندان, White Fang,62000,25,3.35,26400,978-6001215278,339,1401,1906,False,1402-07-06,16,جیبی,شومیز
42760,بیدهای بی مجنون, Bid-haye Bi Majnoun,22500,25,3.07,42760,978-6226082327,92,1397,,True,1402-07-10,1,رقعی,شومیز
19442,سه قلمروی کوچک, Little Kingdoms,36375,25,3.44,19442,978-6004054508,284,1398,1993,True,1402-07-10,1,رقعی,شومیز
111345,3 حلقه مفقوده برند در توسعه کسب و کارهای ایرانی, 3 missing rings of the brand,146250,25,3.16,111345,978-6227782899,240,1402,,True,1402-07-10,2,وزیری,شومیز
99450,یک تابستان با پروست, Un été avec Proust ,87500,30,3.06,99450,978-6222673277,219,1402,2014,True,1402-07-06,2,رقعی,شومیز
27782,نظریه ادبیات, Theory of Literature,233750,15,3.13,27782,978-9644480096,418,1400,1949,True,1402-07-08,4,وزیری,جلدسخت
107671,گربه مولانا, Mevlana'nın Kedisi,93500,15,3.04,107671,978-6223121234,220,1402,2020,True,1402-07-08,3,رقعی,شومیز
49027,بازی ها و تمرین ها, Games and Exercises,112000,20,3.04,49027,978-6005722215,200,1398,2014,True,1402-07-08,3,رحلی,شومیز
71040,خاک را به نظر کیمیا کند, eyes thet tronsmute earh in gold a selection of paintings,320000,20,3.83,71040,978-2000468264,104,1382,,True,1402-07-10,1,رحلی,زرکوب
46355,جغرافیای من و تو, The geography of you and me,101250,25,3.39,46355,978-9644083464,320,1398,2014,True,1402-07-10,9,رقعی,شومیز
82234,شب تاب شب نتاب!, Shab tab Shab Natab,20000,20,3.44,82234,978-6004367110,32,1399,,True,1402-07-10,1,خشتی,شومیز
61145,اولین خون, Premier Sang,24000,25,3.94,61145,978-6222019723,128,1400,2021,True,1402-07-08,1,رقعی,شومیز
114247,سلام نینجا," Hello, Ninja. Hello, Stage Fright",60000,20,3.97,114247,978-6225571174,32,1402,2021,True,1402-07-08,1,رقعی,شومیز
19740,او هنوز اینجاست," Matylda, Bright and Tender",48300,30,3.14,19740,978-6004622189,165,1401,2017,True,1402-07-06,5,رقعی,شومیز
85144,دانشگاه بوم شناختی, The Ecological University,40500,25,3.73,85144,978-6222260071,454,1397,2017,True,1402-07-08,1,رقعی,شومیز
29663,منطقه ی آبی, The Wild Beyond,116250,25,3.23,29663,978-6003538764,400,1401,2015,True,1402-07-08,2,رقعی,شومیز
47195,مبانی انسان شناسی پزشکی, Medical Anthropology,30000,25,3.23,47195,978-6009405718,100,1400,,True,1402-07-08,2,رقعی,شومیز
50212,نظریه ها و درمان در اختلالات روانی, Theories and treatment in mental disorders,76000,20,3.31,50212,978-6227562316,185,1401,,True,1402-07-10,4,رقعی,شومیز
110551,تاریخ ادبیات ایران 4 (خلاصه جلد پنجم), History of Iranian literature,247500,25,3.92,110551,978-9643200039,656,1400,,True,1402-07-10,9,وزیری,شومیز
67650,هگل, Hegel,202500,25,3.73,67650,978-9644042324,729,1400,,True,1402-07-06,3,وزیری,سلفونی
112415,قشنگ ترین قصه های دنیا برای پسران, Ghesse,24500,30,3.93,112415,978-6229419175,80,1401,,True,1402-07-10,1,رقعی,شومیز
119527,خشم من, My Anger,55200,20,3.02,119527,978-6004779579,108,1402,2020,True,1402-07-08,1,وزیری,شومیز
109803,آرزوی دیدار, Wish to Meet,7500,25,3.07,109803,978-9645070265,12,1385,,True,1402-07-10,2,خشتی,شومیز
9545,فلسفه در عصر حاضر, Philosophy in the present,79200,20,3.46,9545,9789647002585,143,1398,2005,True,1402-07-09,2,رقعی,شومیز
121519,نوآوری های نهادی در نظام پولی ومالیاتی ژاپن, Institutional innovation,124950,15,3.34,121519,978-6225302099,246,1402,,True,1402-07-08,1,رقعی,شومیز
89980,مجموعه مانگا : jujutsu kaisen 10, Jujutsu Kaisen,108750,25,3.74,89980,978-0501826606,192,1401,2021,True,1402-07-08,1,رقعی,شومیز
27404,طعم سرد انتقام, Best Served Cold,496000,20,3.23,27404,978-6001826016,959,1402,2009,True,1402-07-08,2,رقعی,شومیز
21933,تیغ شمشیر, The Blade Itself,192000,20,3.56,21933,978-6001822568,815,1401,2006,True,1402-07-08,3,رقعی,شومیز
27403,واپسین نبرد پادشاهان, Last Argument of Kings,250000,20,3.79,27403,978-6001823268,888,1399,2008,True,1402-07-09,3,رقعی,شومیز
57777,سیندرلا, Cinderella,90000,25,3.64,57777,978-6001943034,120,1395,2006,True,1402-07-10,2,رقعی,شومیز
83695,درآمدی بر سبک زندگی حضرت علی (ع) و فاطمه (س), Imam Ali and Fatemeh's Lifestyle,116250,25,3.05,83695,978-9648839470,450,1401,,True,1402-07-08,1,وزیری,شومیز
110312,پیدایش صنعت (1700تا1800میلادی), The Rise of Industry (1700-1800),27750,25,3.37,110312,978-6226011556,48,1398,2010,True,1402-07-08,1,رحلی,شومیز
37399,حافظه, The Memory Bible,120000,20,3.11,37399,978-9644186288,320,1400,2002,True,1402-07-06,2,رقعی,شومیز
93414,اسرار تمدن یونان باستان, Greece,72000,25,3.3,93414,978-9648249668,128,1398,,True,1402-07-08,7,وزیری,شومیز
81887,پله های بی تو, Pellehaye Bi To,5250,25,3.83,81887,978-6008330233,112,1395,,True,1402-07-08,1,رقعی,شومیز
37725,احمد محمود, Ahmad Mahmoud,112500,25,3.94,37725,978-6005218381,217,1396,,True,1402-07-08,2,رقعی,شومیز
92969,همدلانه گوش بده راه حل نمی خواهد, I don't have to make everything all better,134000,20,3.7,92969,978-6225753273,152,1401,1995,True,1402-07-08,1,رقعی,شومیز
36190,لویاتان, Leviathan,270000,25,3.34,36190,978-6222192303,400,1399,2009,True,1402-07-10,2,رقعی,شومیز
58803,صفحه آرایی, Layout,66500,30,3.11,58803,978-6227564228,156,1400,,True,1402-07-06,1,رقعی,شومیز
33285,بازماندگان, The Leftovers,45000,25,3.25,33285,978-6001826467,352,1399,,True,1402-07-10,1,رقعی,شومیز
103728,تصوف در مصر, Sufism ,272000,15,3.91,103728,978-6006730905,503,1400,,True,1402-07-08,1,رقعی,شومیز
57322,شرح مثنوی شریف, Masnavi Sharif,384000,20,3.16,57322,978-2000008453,1236,1402,1969,True,1402-07-06,17,وزیری,زرکوب
49690,خودکشی صادق هدایت, Sadegh Hedayat Suicide,637500,25,3.77,49690,978-9642247585,640,1395,,True,1402-07-10,3,وزیری,زرکوب
16925,پرنده بهشتی, Parande Beheshti,240000,20,3.67,16925,978-9643729141,632,1397,2009,True,1402-07-06,7,رقعی,شومیز
43525,وحشت در هراس خانه, The Horror At Chiller House,134400,30,3.69,43525,978-6002960399,192,1402,2011,True,1402-07-10,7,رقعی,شومیز
62083,دگرگونی, Seven Plays,54000,25,3.02,62083,978-6003260825,88,1394,1936,True,1402-07-10,1,رقعی,شومیز
119409,گریه ی درخت, The cry of the tree,60000,20,3.82,119409,978-6225257856,84,1402,,True,1402-07-08,1,رقعی,شومیز
43997,سوزن بنفش, Purple needle,15750,25,3.6,43997,978-6007693261,209,1400,,True,1402-07-10,2,رقعی,شومیز
98504,لاینز, Laynz,52000,20,3.5,98504,978-6000351960,164,1401,,True,1402-07-10,1,رقعی,شومیز
23531,بوی کاهگل آواز پرنده, Persian Poetry,114750,15,3.36,23531,978-6001522871,248,1400,2018,True,1402-07-06,4,رقعی,شومیز
115600,گنجینه ملی فرش ایران, The national treasure of Persian carpets,9600000,20,3.3,115600,‫‭978-9643060725‬‬,212,1400,,True,1402-07-10,1,رحلی,جلدسختهمراهباقاب
89583,نامه های برای ..., Letters for...,39200,20,3.19,89583,978-6229251805,64,1401,,True,1402-07-08,1,رقعی,شومیز
30515,راهنمای شکست, Failure guide,85425,25,3.96,30515,978-6008942887,285,1401,,True,1402-07-08,2,رقعی,شومیز
113448,راهنمای نرم افزارها و پایگاه های قرآنی, Rahnamaye-i narm-afzarha va paigah-hay-i Qurani,1650,25,3.6,113448,978-6005505832,232,1389,,True,1402-07-08,1,رقعی,شومیز
47578,خرگوش و لاک پشت, Pretty Famous Tales,21000,30,3.04,47578,978-6002522924,12,1398,,True,1402-07-10,3,خشتی,شومیز
108992,ماه برای که لبخند می زند, For whom the moon smiles,30000,25,3.24,108992,978-6009287017,86,1396,,True,1402-07-08,1,رقعی,شومیز
74785,سایه خدایان, The Shadow of the Gods,280000,20,3.03,74785,‮‭978-6227314373‬‬,632,1401,2021,True,1402-07-06,1,رقعی,جلدسخت
31880,یک فنجان چای بی موقع, Yek Fenjan Chay-e Bimoghe,170000,15,3.5,31880,978-0050308073,344,1393,,True,1402-07-08,5,رقعی,شومیز
, کیف پارچه ای, Cloth bag,46800,10,3.01,,,,,,True,1402-07-10,,,
112405,رنگ آمیزی کودکانه Shimmer and Shine, Rang Amizi,42000,30,3.86,112405,978-6226037006,80,1401,,True,1402-07-10,1,رقعی,شومیز
57177,انسان مداری راستین, Ensan Madariye Rastin,31500,25,3.9,57177,978-9644013850,416,1396,,True,1402-07-10,3,رقعی,شومیز
37313,آسمان تو چه رنگ است امروز؟, Asmane to che rang ast emrooz,17600,20,3.69,37313,978-6001871245,632,1394,,True,1402-07-09,2,رقعی,شومیز
50137,با من سخن بگو دوکوهه, Ba Man Sokhan Begoo,2100,30,3.77,50137,978-6009296347,24,1392,,True,1402-07-06,1,وزیری,شومیز
17299,خاطرات پس از مرگ براس کوباس, The Posthumous Memoirs of Brás Cubas,124000,20,3.32,17299,978-9645881427,296,1402,1881,True,1402-07-08,11,رقعی,شومیز
1772,شب گرد, Batman: Nightwalker,216750,25,3.74,1772,978-600-9871-16-2,304,1401,2018,True,1402-07-10,5,رقعی,شومیز
59865,معامله گرکوانت, Quantitative Trading,126000,10,3.37,59865,978-6009798100,152,1396,2008,True,1402-07-06,1,وزیری,شومیز
61107,سطح, Surface,72250,15,3.64,61107,978-6008967521,320,1400,2019,True,1402-07-08,1,رقعی,شومیز
41119,یکی بود…سه تا نبود, Yeki Bood... Se Ta Nabood,28000,20,3.69,41119,978-9649736464,220,1399,,True,1402-07-10,1,رقعی,شومیز
62308,یکی بود…سه تا نبود, Yeki Bood... Se Ta Nabood,54000,25,3.31,62308,978-9649736464,208,1399,,True,1402-07-10,1,رقعی,شومیز
95383,مقدمه ای بر پلی اتیلن صنعتی,  Introduction to industrial polyethylene,8100,10,3.27,95383,978-9644573323,595,1394,2010,True,1402-07-10,1,وزیری,شومیز
34718,دفتر خاطرات بچه لاغرمردنی13, The Meltdown,77000,30,3.18,34718,978-6222440275,224,1401,2018,True,1402-07-10,2,پالتویی,شومیز
70227,پسری که می خواست رئیس جمهور شود, The Kid Who Ran for President,41250,25,3.53,70227,978-9642855995,192,1398,1996,True,1402-07-08,4,رقعی,شومیز
20323,روان کاوی, Introducing Psychoanalysis,51000,15,3.77,20323,978-6226843430,176,1398,1996,True,1402-07-08,1,رقعی,شومیز
105834,زیبانویسی (پایه چهارم), Zibanevisi,28000,30,3.78,105834,978-6003941571,40,1399,,True,1402-07-08,1,رقعی,شومیز
24755,بصر, Veils,10200,15,3.22,24755,978-6229507834,23,1398,1998,True,1402-07-06,1,رقعی,شومیز
64124,کارآفرین اندیشمند, The Reflective Entrepreneur,60000,20,3.97,64124,978-6226156622,147,1399,2017,True,1402-07-10,2,رقعی,شومیز
112110,او و گربه اش, She and Her Cat,83300,15,3.47,112110,978-6004616003,144,1402,2013,True,1402-07-08,2,رقعی,شومیز
108449,او و گربه اش, She and Her Cat,88000,20,3.82,108449,‏‫‬‬‮‭978-6225667259,145,1402,2013,True,1402-07-08,1,رقعی,شومیز
113864,وامق و عذرا میرزا محمدصادق نامی, Vamegh Va Azra,56000,30,3.18,113864,978-6003940406,152,1396,,True,1402-07-10,1,رقعی,شومیز
76289,طلوع ستاره مغرب, Rise of the Evening Star,288000,10,3.52,76289,978-9645668677,456,1400,2011,True,1402-07-10,4,رقعی,شومیز
113190,لیدی سوزان, Lady Susan,96000,20,3.53,113190,978-6227073119,152,1402,1871,True,1402-07-08,1,رقعی,شومیز
85993,دایره المعارف پیتزاهای جهان, Pitza,123750,25,3.36,85993,978-6227046694,318,1399,,True,1402-07-10,1,وزیری,شومیز
109225,باران مهرورزی, Barane Mehrvarzi,56000,30,3.96,109225,‏‫‭978-6225235144‬,103,1401,,True,1402-07-06,1,رقعی,شومیز
64377,کلیدهای پرورش تفکر در کودکان 8 تا 12سال, Raising a Thinking Child,180000,25,3.82,64377,978-6226665476,347,1400,1994,True,1402-07-10,2,رقعی,شومیز
54955,پرورش تفکر در کودکان و نوجوانان, Raising a Thinking Child,124000,20,3.93,54955,978-9642785315,221,1401,1996,True,1402-07-10,10,رقعی,شومیز
76670,لبه, English poetry -- Translations into Persian,35000,30,3.51,76670,978-6227612141‬‬‬,200,1400,2021,True,1402-07-06,2,رقعی,شومیز
95797,بینگ خرگوشه, Birthday present,28000,30,3.95,95797,978-6000817565,36,1401,2016,True,1402-07-10,1,خشتی,شومیز
23376,بال های آتشین 4, The Dark Secret,41300,30,3.73,23376,978-6008675068,303,1400,2013,True,1402-07-06,5,رقعی,شومیز
23375,بال های آتشین 3, The Hidden Kingdom,41300,30,3.18,23375,978-6008111627,304,1400,2013,True,1402-07-10,5,رقعی,شومیز
23371,بال های آتشین 1, The Dragonet Prophecy,59000,,3.07,23371,978-6008111597,315,1400,2012,False,,6,رقعی,شومیز
23373,بال های آتشین 2, The Lost Heir,59000,,3.74,23373,978-6008111610,288,1400,2013,False,,101,رقعی,شومیز
53819,اسکیس های مدادی, Pencil Sketching,32000,20,3.43,53819,978-9646130678,96,1387,1977,True,1402-07-10,2,رحلی,شومیز
41284,فضیلت های اجتماعی, Social virtues,72000,20,3.96,41284,978-6226420761,224,1401,,True,1402-07-08,3,رقعی,شومیز
45597,دایناسورهای گور به گور شده, Dead Dinosaurs,42000,30,3.62,45597,978-6002966032,144,1398,2000,True,1402-07-10,2,رقعی,شومیز
73552,دایناسورهای مرده, Dead Dinosaurs,33750,25,3.75,73552,978-6222043728,152,1400,2000,True,1402-07-10,1,رقعی,شومیز
23507,خرگوش کوچولوی هنرمند, Miffy the Artist,34000,15,3.57,23507,978-6001520860‬,70,1390,2009,True,1402-07-09,3,خشتی,شومیز
83639,سینما و رسانه های جنگی آمریکا, American War Cinema and Media Since Vietnam,46750,15,3.51,83639,978-0050599051,503,1397,2013,True,1402-07-08,1,رقعی,شومیز
104767,رودخانه, The River,26250,25,3.08,104767,978-6223360053,32,1401,2022,True,1402-07-08,1,خشتی,شومیز
90479,دویدم و دویدم, Davidam Va Davidam,52000,20,3.19,90479,978-6005951844,10,1402,,True,1402-07-10,10,خشتی,جلدنرم
10297,معمای مدرنیته, The Contemplation of Modernity,88000,20,3.44,10297,9789643053505,370,1400,1998,True,1402-07-06,15,وزیری,شومیز
55069,کلمات قصار علی (ع), Ali (AS),80000,20,3.66,55069,978-9646671850,170,1393,,True,1402-07-08,4,رقعی,شومیز
3602,برای غرورمان بگرییم, Short story collection,16800,30,4.0,3602,9799645858817,240,1394,,True,1402-07-08,1,رقعی,شومیز
90153,محبوبه شب, Mahboobeh,33000,25,3.81,90153,978-6001350757,125,1399,,True,1402-07-10,1,رقعی,زرکوب
58417,کاتارینا, Ce qui reste de Katharina,112500,25,3.44,58417,978-6006414652,232,1395,1998,True,1402-07-08,2,رقعی,شومیز
64600,سر سکون, Serr-e Sokoun,27000,25,3.15,64600,978-6222261191,178,1400,,True,1402-07-08,1,رقعی,شومیز
394,بینایی, Seeing,128000,20,3.77,394,978-964-191-406-8,310,1401,2004,True,1402-07-08,15,رقعی,جلدسخت
37180,بینایی, Seeing,137200,30,3.17,37180,978-9643741907,328,1392,2004,True,1402-07-08,3,رقعی,شومیز
22778,بینایی, Seeing,125000,30,3.45,22778,978-9644530920,296,1402,2004,True,1402-07-06,4,رقعی,زرکوب
62863,بینایی, Seeing,150000,20,3.41,62863,978-6009454501,432,1393,2004,True,1402-07-10,1,رقعی,شومیز
2984,بینایی, Seeing,129000,30,3.79,2984,9789646973978,291,1393,2004,True,1402-07-06,4,رقعی,شومیز
3010,بینایی, Seeing,255000,25,3.22,3010,9786008127321,344,1399,2004,True,1402-07-10,4,رقعی,شومیز
119449,بینایی, Seeing (Ensaio sobre a Lucidez),150000,30,3.62,119449,978-964-8673-62-3,288,1386,2004,True,1402-07-10,9,وزیری,شومیز
37710,بینایی (جیبی), Seeing,37000,,3.59,37710,978-9641916147,368,1400,2004,False,,15,جیبی,شومیز
88007,از تولد تا شانزده سالگی, From birth to sixteen years,16000,20,3.2,88007,978-9647440318,188,1394,2012,True,1402-07-06,1,وزیری,شومیز
112938,تغذیه ۳۰ ثانیه ای, 30-Second Nutrition,199200,20,3.02,112938,978-6003557291,139,1402,2019,True,1402-07-06,1,رحلی,شومیز
36739,عدالت, The Execution of Justice,101250,25,3.94,36739,978-6229667118,200,1402,1985,True,1402-07-06,6,رقعی,شومیز
49864,فن آوری, Technology,150000,25,3.83,49864,978-9644458446,397,1386,,True,1402-07-06,1,رحلی,شومیز
55170,دایره کوچک شادی, A Little SPOT of Happiness,56000,20,3.63,55170,978-6229607893,36,1400,2019,True,1402-07-08,3,خشتی,شومیز
105089,توپک شادی, A Little SPOT of Happinessچ,31500,30,3.23,105089,978-6004777162,36,1402,2019,True,1402-07-06,2,خشتی,شومیز
99757,خاطراتم در زندان زنان, Khateratam Dar Zendan Zanan,160000,20,3.32,99757,978-6229534991,254,1400,,True,1402-07-06,901,رقعی,شومیز
17157,زیبایی, beauty,7000,30,3.31,17157,978-6226442374,61,1398,,True,1402-07-08,1,رقعی,شومیز
81800,خانه های شطرنجی, Khane-haye Shatranji,16800,30,3.36,81800,‭978-6226813471,80,1399,,True,1402-07-10,1,رقعی,شومیز
89633,هم نوایی, Conformity,40000,20,3.65,89633,978-6008067894,140,1400,2019,True,1402-07-08,1,رقعی,شومیز
113666,همرنگی با جماعت, Conformity,157250,15,3.11,113666,978-6227695557,174,1402,2019,True,1402-07-08,1,رقعی,شومیز
47054,فرهنگ آثار 2, A Dictionary of Written Works,48000,20,3.81,47054,978-9641204879,1705,1393,,True,1402-07-08,5,رحلی,زرکوب
27038,واژه نامه تاریخی فلسفه شوپنهاور, Historical Dictionary of Schopenhauer's Philosophy,82500,25,3.94,27038,978-6005747645,330,1392,2004,True,1402-07-08,1,رقعی,شومیز
48993,فئودالیسم اطلاعات, Information Feudalism,91000,30,3.05,48993,978-9640021156,440,1400,2002,True,1402-07-06,3,رقعی,شومیز
5826,مجموعه آثار احمد شاملو, Collected poems,997500,30,3.24,5826,9789643519766,2484,1402,2017,True,1402-07-06,13,رقعی,جلدسخت
106405,تصویرهای شگفت انگیز از دایناسورها, Daring Dinos,32250,25,3.98,106405,978-6004776127,24,1401,2018,True,1402-07-10,2,خشتی,شومیز
49086,کلمه و چیزها, Words and things,146250,25,3.55,49086,978-9642241200,399,1388,2009,True,1402-07-10,1,رقعی,زرکوب
44416,راهنمای زنده ماندن در مدرسه, The Next Great Paulie Fink,153300,30,3.79,44416,978-6004629881,352,1402,2019,True,1402-07-06,3,رقعی,شومیز
91298,کاوشگران کوچک 1, Kavoshgaran,112500,25,3.18,91298,978-6007768891,88,1401,,True,1402-07-10,8,رحلی,شومیز
91729,کاوشگران کوچک 2, Kavoshgaran,153000,25,3.78,91729,978-6007768907,124,1401,,True,1402-07-10,8,رحلی,شومیز
105026,نماد و نشانه شناسی در فرش ایران, Semiology of Iranian carpets,160000,20,3.84,105026,978-6006016856,145,1393,,True,1402-07-10,1,وزیری,شومیز
105698,دایره المعارف پاسخ به چگونه های من,  Mon premier Larousse des comment,150000,25,3.68,105698,978-6001034091,160,1400,2004,True,1402-07-10,12,وزیری,سلفونی
42044,آجر کج, Ajor-e Kaj,312000,20,3.83,42044,‭978-6006893266‬‬,608,1402,,True,1402-07-08,6,رقعی,شومیز
37390,قصه های تصویری از سیاست نامه 9, Siyasatnama,17500,30,3.9,37390,978-6000800222,16,1397,,True,1402-07-10,3,رقعی,شومیز
59918,مربی ثروت, The wealth coach,44000,20,3.93,59918,978-6007449561,308,1398,2018,True,1402-07-08,1,رقعی,شومیز
45378,افسانه ها و قصه های ملل (افسانه های مردم روسیه), Favorite Russian Fairy Tales,25600,20,3.67,45378,978-9642221097,72,1401,1946,True,1402-07-06,2,رقعی,شومیز
103773,هرگز برای پدرم آواز نخواندم, I never sang formy father,37500,25,3.85,103773,978-6008982289,85,1399,1968,True,1402-07-08,2,رقعی,شومیز
6810,عاشق تر از همیشه بخوان, Lover more than ever,73500,25,3.59,6810,9789646026353,150,1401,,True,1402-07-06,5,رقعی,شومیز
65059,راه پیشنهادی به سوی آزادی, Proposed Roads to Freedom,56250,25,3.09,65059,978-6222462833,182,1400,1918,True,1402-07-08,1,رقعی,شومیز
84603,کدام مان دریا کدام مان رودخانه, Kodamemean Darya...,28000,30,3.57,84603,978-9641940050,151,1389,,True,1402-07-08,1,رقعی,شومیز
1134,رادیو سکوت, Radio Silence,154000,30,4.3,1134,978-600-8740-10-0,384,1402,2016,True,1402-07-08,11,رقعی,شومیز
41908,مقتل سید الشهدا, Maqtal-e Seyed-ol-shohada,40500,10,3.89,41908,978-6004350129,320,1395,,True,1402-07-08,1,رقعی,شومیز
45470,راهنمای کامل RSI, RSI: The Complete Guide,99000,10,3.06,45470,978-6226017732,149,1399,2004,True,1402-07-10,3,وزیری,شومیز
